Date,Country,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-04-17,Japan,Kagoshima,-16,1,-11,-32,-6,6
2020-04-17,Japan,Kanagawa,-35,10,13,-49,-38,22
2020-04-17,Japan,Kochi,-28,-4,-13,-35,-12,10
2020-04-17,Japan,Kumamoto,-22,-1,-17,-37,-12,10
2020-04-17,Japan,Kyoto,-30,3,-8,-48,-21,13
2020-04-17,Japan,Mie,-24,0,-31,-46,-12,10
2020-04-17,Japan,Miyagi,-24,6,11,-43,-14,11
2020-04-17,Japan,Miyazaki,-19,2,-15,-34,-7,7
2020-04-17,Japan,Nagano,-24,2,3,-44,-12,10
2020-04-17,Japan,Nagasaki,-21,0,-27,-33,-8,8
2020-04-17,Japan,Nara,-18,9,-8,-38,-19,11
2020-04-17,Japan,Niigata,-14,5,31,-39,-9,7
2020-04-17,Japan,Oita,-21,0,-22,-39,-11,9
2020-04-17,Japan,Okayama,-16,4,-1,-37,-9,8
2020-04-17,Japan,Okinawa,-34,-7,-24,-56,-18,12
2020-04-17,Japan,Osaka,-41,2,6,-48,-28,16
2020-04-17,Japan,Saga,-19,0,-21,-40,-10,9
2020-04-17,Japan,Saitama,-26,12,16,-49,-30,18
2020-04-17,Japan,Shiga,-22,2,6,-44,-16,11
2020-04-17,Japan,Shimane,-20,6,-11,-32,-8,8
2020-04-17,Japan,Shizuoka,-21,3,-6,-44,-13,10
2020-04-17,Japan,Tochigi,-22,4,4,-46,-14,11
2020-04-17,Japan,Tokushima,-19,2,-8,-34,-9,7
2020-04-17,Japan,Tokyo,-53,7,-8,-57,-46,26
2020-04-17,Japan,Tottori,-16,8,-5,-32,-8,6
2020-04-17,Japan,Toyama,-23,6,11,-40,-12,10
2020-04-17,Japan,Wakayama,-22,2,-1,-38,-12,8
2020-04-17,Japan,Yamagata,-20,0,46,-42,-13,9
2020-04-17,Japan,Yamaguchi,-23,1,-16,-39,-12,10
2020-04-17,Japan,Yamanashi,-25,-2,-19,-47,-14,11
2020-04-17,Kenya,Total,-45,-32,-30,-41,-35,25
2020-04-17,Kenya,Kajiado County,-33,-17,-29,-26,-34,30
2020-04-17,Kenya,Kiambu County,-34,-30,-16,-34,-39,29
2020-04-17,Kenya,Kilifi County,-43,-43,-47,-35,-36,21
2020-04-17,Kenya,Kisumu County,-47,-16,-44,-54,-27,20
2020-04-17,Kenya,Machakos County,-52,29,-39,-33,-35,28
2020-04-17,Kenya,Mombasa County,-48,-39,-37,-50,-30,22
2020-04-17,Kenya,Nairobi County,-52,-40,-57,-47,-40,30
2020-04-17,Kenya,Nakuru County,-37,-29,-41,-47,-27,19
2020-04-17,Kenya,Uasin Gishu County,-31,-45,-33,-50,-30,17
2020-04-17,Kyrgyzstan,Total,-72,-57,-31,-68,-63,23
2020-04-17,Cambodia,Total,-42,-28,-26,-60,-34,13
2020-04-17,South Korea,Total,-23,-7,-19,-20,-6,9
2020-04-17,Kuwait,Total,-70,-47,-65,-66,-43,24
2020-04-17,Kuwait,Al Ahmadi Governorate,-70,-47,-58,-53,-43,23
2020-04-17,Kuwait,Al Asimah Governate,-80,-53,-77,-73,-45,24
2020-04-17,Kuwait,Al Farwaniyah Governorate,-66,-55,-63,-74,-44,24
2020-04-17,Kuwait,Al Jahra Governorate,-58,-37,-47,-16,-26,23
2020-04-17,Kuwait,Hawalli Governorate,-70,-41,-68,-45,-48,23
2020-04-17,Kazakhstan,Total,-59,-37,-27,-50,-55,22
2020-04-17,Laos,Total,-62,-42,-18,-72,-54,22
2020-04-17,Lebanon,Total,-60,-25,-33,-76,-59,19
2020-04-17,Sri Lanka,Total,-82,-79,-47,-77,-70,43
2020-04-17,Lithuania,Total,-54,-10,21,-53,-50,21
2020-04-17,Lithuania,Alytus County,-51,-14,38,-42,-45,17
2020-04-17,Lithuania,Kaunas County,-53,-10,11,-56,-49,21
2020-04-17,Lithuania,Klaipėda County,-53,3,15,-22,-48,19
2020-04-17,Lithuania,Marijampolė County,-48,-22,8,-37,-44,17
2020-04-17,Lithuania,Panevėžys County,-50,-7,-9,-54,-44,18
2020-04-17,Lithuania,Šiauliai County,-52,-13,15,-17,-45,17
2020-04-17,Lithuania,Utena County,-43,-3,40,-19,-44,17
2020-04-17,Lithuania,Vilnius County,-59,-17,19,-61,-57,26
2020-04-17,Luxembourg,Total,-81,-20,-21,-68,-71,37
2020-04-17,Latvia,Total,-29,-9,-8,-45,-41,16
2020-04-17,Latvia,Riga,-37,-14,-44,-52,-44,18
2020-04-17,Libya,Total,-47,-23,-34,-49,-13,12
2020-04-17,Moldova,Total,-51,-23,-25,-55,-56,20
2020-04-17,North Macedonia,Total,-58,-2,-5,-58,-70,23
2020-04-17,Mali,Total,-20,-17,-10,-36,-12,11
2020-04-17,Myanmar (Burma),Total,-74,-64,-26,-72,-67,31
2020-04-17,Mongolia,Total,-10,14,-2,-6,-3,4
2020-04-17,Malta,Total,-64,-21,-22,-49,-56,28
2020-04-17,Mauritius,Total,-83,-63,-77,-86,-79,37
2020-04-17,Mexico,Total,-55,-18,-47,-58,-47,24
2020-04-17,Mexico,Aguascalientes,-54,-7,-32,-66,-47,24
2020-04-17,Mexico,Baja California,-58,-12,-42,-63,-52,26
2020-04-17,Mexico,Baja California Sur,-68,-27,-63,-72,-57,28
2020-04-17,Mexico,Campeche,-57,-26,-55,-58,-49,25
2020-04-17,Mexico,Chiapas,-55,-20,-45,-59,-42,19
2020-04-17,Mexico,Chihuahua,-54,-12,-38,-61,-49,24
2020-04-17,Mexico,Coahuila,-54,-15,-50,-50,-49,25
2020-04-17,Mexico,Colima,-51,-13,-38,-58,-35,19
2020-04-17,Mexico,Durango,-47,-16,-39,-54,-42,19
2020-04-17,Mexico,Guanajuato,-50,-11,-45,-47,-44,22
2020-04-17,Mexico,Guerrero,-59,-27,-52,-63,-45,20
2020-04-17,Mexico,Hidalgo,-43,-17,-35,-57,-42,21
2020-04-17,Mexico,Jalisco,-50,-13,-40,-58,-43,21
2020-04-17,Mexico,Mexico City,-65,-26,-57,-62,-57,29
2020-04-17,Mexico,Michoacán,-47,-16,-32,-48,-35,16
2020-04-17,Mexico,Morelos,-51,-20,-45,-52,-42,21
2020-04-17,Mexico,Nayarit,-60,-25,-57,-56,-45,22
2020-04-17,Mexico,Nuevo Leon,-53,-14,-49,-58,-48,25
2020-04-17,Mexico,Oaxaca,-54,-27,-52,-54,-42,20
2020-04-17,Mexico,Puebla,-53,-16,-41,-44,-48,22
2020-04-17,Mexico,Querétaro,-55,-12,-46,-37,-49,26
2020-04-17,Mexico,Quintana Roo,-73,-37,-71,-85,-62,34
2020-04-17,Mexico,San Luis Potosi,-51,-14,-50,-57,-46,23
2020-04-17,Mexico,Sinaloa,-61,-25,-50,-64,-50,26
2020-04-17,Mexico,Sonora,-62,-26,-49,-62,-53,27
2020-04-17,Mexico,State of Mexico,-46,-9,-31,-53,-46,22
2020-04-17,Mexico,Tabasco,-57,-28,-45,-53,-48,22
2020-04-17,Mexico,Tamaulipas,-50,-13,-48,-54,-44,22
2020-04-17,Mexico,Tlaxcala,-45,-14,-34,-43,-44,21
2020-04-17,Mexico,Veracruz,-48,-14,-42,-52,-39,18
2020-04-17,Mexico,Yucatan,-65,-31,-60,-73,-54,30
2020-04-17,Mexico,Zacatecas,-55,-25,-51,-56,-45,21
2020-04-17,Malaysia,Total,-81,-44,-59,-80,-61,40
2020-04-17,Mozambique,Total,-30,-21,-32,-29,-14,13
2020-04-17,Namibia,Total,-49,-25,-42,-70,-49,26
2020-04-17,Niger,Total,-23,-14,-24,-34,-18,13
2020-04-17,Nigeria,Total,-55,-42,-46,-54,-49,31
2020-04-17,Nigeria,Abia,-49,-47,0,-53,-42,19
2020-04-17,Nigeria,Akwa Ibom,-57,-31,-50,-74,-43,23
2020-04-17,Nigeria,Anambra,-49,-54,-44,-59,-47,22
2020-04-17,Nigeria,Delta,-61,-54,-29,-60,-42,29
2020-04-17,Nigeria,Edo,-49,-27,-28,-36,-28,17
2020-04-17,Nigeria,Enugu,-50,-38,-41,-42,-37,19
2020-04-17,Nigeria,Federal Capital Territory,-71,-60,-68,-85,-62,43
2020-04-17,Nigeria,Imo,-50,-35,-36,-57,-28,16
2020-04-17,Nigeria,Kaduna,-62,-47,-35,-46,-43,27
2020-04-17,Nigeria,Kano,-60,-62,-45,-53,-62,32
2020-04-17,Nigeria,Lagos,-71,-56,-70,-59,-66,44
2020-04-17,Nigeria,Ogun State,-28,7,-10,-30,-49,25
2020-04-17,Nigeria,Ondo,-40,-41,-36,-35,-28,17
2020-04-17,Nigeria,Osun,-58,-45,-19,-63,-49,22
2020-04-17,Nigeria,Oyo,-42,-34,-33,-33,-35,19
2020-04-17,Nigeria,Rivers,-26,-16,-11,-38,-26,20
2020-04-17,Nicaragua,Total,-26,-12,-16,-27,-16,10
2020-04-17,Netherlands,Total,-41,-10,38,-59,-45,17
2020-04-17,Netherlands,Drenthe,-33,-9,15,-53,-39,14
2020-04-17,Netherlands,Flevoland,-34,-9,76,-58,-45,17
2020-04-17,Netherlands,Friesland,-41,-13,75,-48,-39,13
2020-04-17,Netherlands,Gelderland,-38,-8,54,-54,-42,16
2020-04-17,Netherlands,Groningen,-45,-14,63,-59,-46,16
2020-04-17,Netherlands,Limburg,-46,-5,20,-50,-42,16
2020-04-17,Netherlands,North Brabant,-42,-9,41,-62,-42,17
2020-04-17,Netherlands,North Holland,-49,-12,18,-70,-50,19
2020-04-17,Netherlands,Overijssel,-41,-9,69,-60,-42,16
2020-04-17,Netherlands,South Holland,-40,-8,38,-59,-46,18
2020-04-17,Netherlands,Utrecht,-43,-13,41,-68,-51,20
2020-04-17,Netherlands,Zeeland,-41,-10,-11,-45,-38,15
2020-04-17,Norway,Total,-24,3,68,-44,-44,16
2020-04-17,Norway,Agder,-20,2,66,-18,-43,14
2020-04-17,Norway,Innlandet,-24,-8,9,-45,-38,14
2020-04-17,Norway,Møre og Romsdal,-20,0,83,-27,-39,14
2020-04-17,Norway,Nordland,-23,5,31,-54,-36,13
2020-04-17,Norway,Oslo,-40,9,108,-54,-60,23
2020-04-17,Norway,Rogaland,-23,1,133,-43,-42,16
2020-04-17,Norway,Troms Og Finnmark,-32,-5,-14,-59,-39,14
2020-04-17,Norway,Trondelag,-28,0,30,-53,-45,18
2020-04-17,Norway,Vestfold Og Telemark,-12,5,81,-31,-40,13
2020-04-17,Norway,Vestland,-28,0,59,-41,-42,16
2020-04-17,Norway,Viken,-12,9,115,-52,-45,16
2020-04-17,Nepal,Total,-79,-66,-52,-72,-69,26
2020-04-17,New Zealand,Total,-90,-37,-81,-87,-72,37
2020-04-17,New Zealand,Auckland,-88,-33,-75,-89,-77,41
2020-04-17,New Zealand,Bay Of Plenty,-92,-37,-90,-82,-66,34
2020-04-17,New Zealand,Canterbury,-87,-37,-78,-88,-70,36
2020-04-17,New Zealand,Hawke's Bay,-92,-39,-71,-84,-58,29
2020-04-17,New Zealand,Manawatu-Wanganui,-93,-34,-80,-76,-62,31
2020-04-17,New Zealand,Northland,-91,-42,-87,-86,-65,31
2020-04-17,New Zealand,Otago,-95,-49,-86,-91,-73,39
2020-04-17,New Zealand,Waikato,-92,-41,-87,-81,-69,35
2020-04-17,New Zealand,Wellington,-93,-35,-70,-88,-79,40
2020-04-17,Oman,Total,-64,-51,-63,-75,-35,19
2020-04-17,Panama,Total,-77,-49,-69,-74,-72,42
2020-04-17,Peru,Total,-82,-59,-73,-83,-73,41
2020-04-17,Peru,Ancash,-79,-59,-63,-87,-64,34
2020-04-17,Peru,Arequipa,-80,-66,-68,-74,-72,41
2020-04-17,Peru,Ayacucho,-73,-53,-67,-87,-59,37
2020-04-17,Peru,Cajamarca,-75,-53,-67,-86,-60,35
2020-04-17,Peru,Callao Region,-76,-54,-71,-90,-76,42
2020-04-17,Peru,Cusco,-84,-61,-71,-85,-66,41
2020-04-17,Peru,Huanuco,-76,-66,-66,-85,-60,33
2020-04-17,Peru,Ica,-74,-49,-71,-88,-61,35
2020-04-17,Peru,Junin,-75,-65,-62,-83,-62,37
2020-04-17,Peru,La Libertad,-81,-55,-68,-82,-68,36
2020-04-17,Peru,Lambayeque,-83,-65,-70,-88,-70,37
2020-04-17,Peru,Lima Region,-73,-55,-67,-83,-56,33
2020-04-17,Peru,Loreto,-78,-59,-67,-69,-58,34
2020-04-17,Peru,Metropolitan Municipality of Lima,-85,-59,-81,-83,-79,45
2020-04-17,Peru,Piura,-76,-59,-66,-84,-64,34
2020-04-17,Peru,Puno,-74,-61,-59,-77,-59,36
2020-04-17,Peru,San Martin,-78,-59,-58,-83,-60,33
2020-04-17,Peru,Tacna,-80,-62,-72,-82,-68,39
2020-04-17,Peru,Ucayali,-71,-36,-61,-86,-57,34
2020-04-17,Papua New Guinea,Total,-20,-2,-14,-33,-3,11
2020-04-17,Philippines,Total,-79,-56,-53,-85,-71,39
2020-04-17,Pakistan,Total,-63,-47,-33,-54,-50,19
2020-04-17,Poland,Total,-53,-28,-44,-61,-42,20
2020-04-17,Poland,Greater Poland Voivodeship,-51,-27,-27,-61,-42,20
2020-04-17,Poland,Kuyavian-Pomeranian Voivodeship,-50,-27,-23,-61,-38,18
2020-04-17,Poland,Lesser Poland Voivodeship,-61,-35,-71,-68,-48,23
2020-04-17,Poland,Łódź Voivodeship,-47,-23,-38,-50,-30,18
2020-04-17,Poland,Lower Silesian Voivodeship,-54,-30,-40,-65,-46,21
2020-04-17,Poland,Lublin Voivodeship,-56,-31,-41,-61,-29,18
2020-04-17,Poland,Lubusz Voivodeship,-46,-29,-18,-56,-39,19
2020-04-17,Poland,Masovian Voivodeship,-56,-29,-49,-68,-54,25
2020-04-17,Poland,Opole Voivodeship,-51,-25,-29,-60,-39,18
2020-04-17,Poland,Podkarpackie Voivodeship,-55,-29,-35,-63,-31,19
2020-04-17,Poland,Podlaskie Voivodeship,-57,-27,-24,-53,-28,18
2020-04-17,Poland,Pomeranian Voivodeship,-52,-29,-39,-60,-33,19
2020-04-17,Poland,Silesian Voivodeship,-52,-26,-35,-52,-31,18
2020-04-17,Poland,Swietokrzyskie,-54,-26,-37,-56,-41,19
2020-04-17,Poland,Warmian-Masurian Voivodeship,-50,-28,-21,-54,-24,15
2020-04-17,Poland,West Pomeranian Voivodeship,-51,-30,-44,-53,-39,18
2020-04-17,Puerto Rico,Total,-62,-31,-59,-75,-57,30
2020-04-17,Portugal,Total,-69,-30,-58,-73,-62,35
2020-04-17,Portugal,Aveiro District,-66,-24,-52,-76,-56,36
2020-04-17,Portugal,Azores,-70,-33,-51,-82,-60,29
2020-04-17,Portugal,Braga,-67,-24,-65,-68,-58,37
2020-04-17,Portugal,Castelo Branco District,-66,-27,-56,-74,-56,30
2020-04-17,Portugal,Coimbra District,-68,-31,-78,-70,-59,35
2020-04-17,Portugal,Évora District,-65,-28,-69,-77,-55,28
2020-04-17,Portugal,Faro District,-68,-35,-59,-76,-58,26
2020-04-17,Portugal,Leiria District,-67,-31,-55,-74,-54,33
2020-04-17,Portugal,Lisbon,-72,-32,-59,-76,-68,38
2020-04-17,Portugal,Madeira,-76,-43,-72,-68,-68,37
2020-04-17,Portugal,Porto District,-71,-28,-56,-73,-61,38
2020-04-17,Portugal,Santarém District,-67,-30,-50,-75,-55,31
2020-04-17,Portugal,Setubal,-62,-25,-43,-71,-65,35
2020-04-17,Portugal,Viana do Castelo District,-67,-29,-56,-57,-58,36
2020-04-17,Portugal,Vila Real District,-71,-36,-58,-63,-58,32
2020-04-17,Portugal,Viseu District,-68,-31,-51,-53,-59,34
2020-04-17,Paraguay,Total,-58,-35,-56,-67,-44,28
2020-04-17,Qatar,Total,-69,-44,-64,-68,-38,21
2020-04-17,Romania,Total,-64,-21,-46,-67,-68,24
2020-04-17,Romania,Alba County,-62,-21,-27,-51,-69,24
2020-04-17,Romania,Arad County,-66,-22,-34,-64,-71,27
2020-04-17,Romania,Argeș County,-63,-21,-23,-65,-69,24
2020-04-17,Romania,Bacău County,-63,-27,-25,-61,-58,20
2020-04-17,Romania,Bihor County,-63,-24,-28,-55,-68,25
2020-04-17,Romania,Bistrița-Năsăud County,-64,-29,-29,-53,-66,21
2020-04-17,Romania,Botoșani County,-61,-28,7,-60,-51,19
2020-04-17,Romania,Brăila County,-54,-13,-46,-58,-59,21
2020-04-17,Romania,Brașov County,-71,-34,-70,-69,-73,27
2020-04-17,Romania,Bucharest,-73,-23,-79,-73,-80,33
2020-04-17,Romania,Buzău County,-52,-22,-25,-35,-56,20
2020-04-17,Romania,Călărași County,-33,-5,-16,-48,-55,20
2020-04-17,Romania,Caraș-Severin County,-64,-23,-30,-43,-60,21
2020-04-17,Romania,Cluj County,-73,-31,-41,-72,-76,29
2020-04-17,Romania,Constanța County,-61,-13,-54,-61,-58,21
2020-04-17,Romania,Covasna County,-64,-34,-43,-48,-49,18
2020-04-17,Romania,Dâmbovița County,-60,-13,-34,-46,-62,22
2020-04-17,Romania,Dolj County,-66,-18,-45,-62,-63,21
2020-04-17,Romania,Galați,-59,-13,-50,-57,-60,21
2020-04-17,Romania,Giurgiu County,-40,3,-5,-33,-59,22
2020-04-17,Romania,Gorj County,-53,-16,-31,-59,-55,20
2020-04-17,Romania,Harghita County,-62,-40,-41,-43,-42,16
2020-04-17,Romania,Hunedoara County,-65,-17,-43,-58,-64,20
2020-04-17,Romania,Ialomița County,-37,-7,-17,-56,-51,19
2020-04-17,Romania,Iași County,-67,-24,-38,-62,-69,25
2020-04-17,Romania,Ilfov County,-60,-6,-29,-76,-75,31
2020-04-17,Romania,Maramureș County,-60,-28,-29,-60,-65,22
2020-04-17,Romania,Mehedinți County,-57,-21,-35,-63,-54,18
2020-04-17,Romania,Mureș County,-65,-29,-48,-56,-60,21
2020-04-17,Romania,Neamț County,-62,-30,-37,-57,-57,20
2020-04-17,Romania,Olt County,-56,-10,-31,-52,-54,17
2020-04-17,Romania,Prahova,-66,-22,-61,-68,-68,25
2020-04-17,Romania,Sălaj,-60,-25,-48,-49,-61,20
2020-04-17,Romania,Satu Mare County,-62,-22,-23,-56,-61,22
2020-04-17,Romania,Sibiu,-69,-26,-59,-68,-78,28
2020-04-17,Romania,Suceava County,-69,-39,-35,-68,-60,24
2020-04-17,Romania,Teleorman County,-43,-7,16,-47,-49,17
2020-04-17,Romania,Timiș County,-66,-25,-56,-73,-76,29
2020-04-17,Romania,Tulcea County,-54,-21,-37,-57,-55,19
2020-04-17,Romania,Vâlcea County,-62,-18,-32,-56,-59,19
2020-04-17,Romania,Vaslui County,-59,-24,-1,-54,-48,18
2020-04-17,Romania,Vrancea County,-61,-24,-2,-52,-56,18
2020-04-17,Rwanda,Total,-64,-62,-17,-76,-58,32
2020-04-17,Saudi Arabia,Total,-77,-45,-79,-86,-48,24
2020-04-17,Saudi Arabia,Al Madinah Province,-81,-56,-82,-91,-56,29
2020-04-17,Saudi Arabia,Al Qassim,-61,-34,-73,-72,-30,19
2020-04-17,Saudi Arabia,Aseer Province,-54,-23,-56,-76,-28,18
2020-04-17,Saudi Arabia,Eastern Province,-77,-44,-75,-87,-47,24
2020-04-17,Saudi Arabia,Hail Province,-54,-31,-68,-62,-24,16
2020-04-17,Saudi Arabia,Jazan,-64,-38,-74,-61,-23,16
2020-04-17,Saudi Arabia,Makkah Province,-82,-51,-87,-87,-54,26
2020-04-17,Saudi Arabia,Riyadh Province,-81,-45,-84,-90,-53,26
2020-04-17,Saudi Arabia,Tabuk Province,-72,-44,-69,-56,-43,22
2020-04-17,Sweden,Total,-18,-3,56,-36,-32,11
2020-04-17,Sweden,Dalarna County,-28,-11,-7,-33,-34,10
2020-04-17,Sweden,Gavleborg County,-16,-6,31,-33,-35,10
2020-04-17,Sweden,Jamtland County,-32,-18,7,-44,-38,12
2020-04-17,Sweden,Jonkoping County,-11,-2,47,-23,-22,7
2020-04-17,Sweden,Norrbotten County,-23,-12,81,-44,-36,9
2020-04-17,Sweden,Östergötland County,-11,-4,97,-35,-25,9
2020-04-17,Sweden,Skåne County,-14,-1,118,-38,-25,9
2020-04-17,Sweden,Stockholm County,-27,-5,18,-44,-42,16
2020-04-17,Sweden,Uppsala County,-18,1,51,-41,-28,13
2020-04-17,Sweden,Varmland County,-15,-4,31,-28,-33,10
2020-04-17,Sweden,Västerbotten County,-24,-8,41,-41,-40,12
2020-04-17,Sweden,Västra Götaland County,-16,-2,97,-32,-30,11
2020-04-17,Singapore,Total,-60,-17,-57,-65,-65,47
2020-04-17,Slovenia,Total,-68,-29,-12,-55,-50,23
2020-04-17,Slovenia,Administrative unit Maribor,-69,-34,-16,-69,-50,20
2020-04-17,Slovenia,Ljubljana,-71,-32,-31,-68,-58,26
2020-04-17,Slovakia,Total,-63,-12,27,-53,-44,18
2020-04-17,Slovakia,Banská Bystrica Region,-67,-14,33,-47,-40,16
2020-04-17,Slovakia,Bratislava Region,-64,-15,50,-59,-54,23
2020-04-17,Slovakia,Nitra Region,-60,-10,36,-47,-40,17
2020-04-17,Slovakia,Prešov Region,-66,-14,-38,-51,-42,17
2020-04-17,Slovakia,Trenčín Region,-59,-10,37,-47,-39,16
2020-04-17,Slovakia,Trnava Region,-58,-3,80,-54,-42,18
2020-04-17,Slovakia,Žilina Region,-67,-14,-3,-54,-42,18
2020-04-17,Senegal,Total,-43,-30,-28,-51,-32,19
2020-04-17,El Salvador,Total,-71,-45,-65,-68,-62,34
2020-04-17,Togo,Total,-36,-23,-15,-38,-21,21
2020-04-17,Thailand,Total,-49,-19,-48,-62,-33,21
2020-04-17,Tajikistan,Total,-3,-3,-2,-13,14,-2
2020-04-17,Turkey,Total,-53,15,-31,-57,-48,21
2020-04-17,Trinidad and Tobago,Total,-65,-24,-54,-76,-61,30
2020-04-17,Taiwan,Total,-8,2,2,-15,3,3
2020-04-17,Tanzania,Total,-29,-19,-14,-23,-22,12
2020-04-17,Uganda,Total,-68,-55,-24,-70,-55,32
2020-04-17,Uruguay,Total,-52,-26,-66,-49,-32,19
2020-04-17,Uruguay,Canelones Department,-49,-29,-63,-53,-30,19
2020-04-17,Uruguay,Cerro Largo Department,-45,-13,-60,-35,-14,14
2020-04-17,Uruguay,Colonia Department,-55,-27,-73,-69,-25,17
2020-04-17,Uruguay,Maldonado Department,-74,-50,-86,-74,-47,21
2020-04-17,Uruguay,Montevideo Department,-51,-20,-55,-38,-38,23
2020-04-17,Uruguay,Paysandú Department,-43,10,-62,-46,-19,15
2020-04-17,Uruguay,Rivera Department,-50,-21,-53,-50,-23,14
2020-04-17,Uruguay,San José Department,-33,-18,-55,-35,-21,17
2020-04-17,Uruguay,Tacuarembó Department,-38,-15,-62,-44,-12,14
2020-04-17,Venezuela,Total,-60,-36,-52,-61,-50,24
2020-04-17,Vietnam,Total,-51,-30,-35,-54,-25,18
2020-04-17,Yemen,Total,-8,2,-10,-14,5,3
2020-04-17,South Africa,Total,-71,-38,-45,-78,-70,38
2020-04-17,South Africa,Eastern Cape,-74,-41,-22,-76,-66,33
2020-04-17,South Africa,Free State,-71,-35,-47,-58,-61,33
2020-04-17,South Africa,Gauteng,-71,-38,-59,-80,-75,42
2020-04-17,South Africa,KwaZulu-Natal,-71,-41,-27,-79,-66,35
2020-04-17,South Africa,Limpopo,-64,-44,-6,-69,-62,32
2020-04-17,South Africa,Mpumalanga,-67,-37,-23,-60,-58,32
2020-04-17,South Africa,North West,-70,-39,-31,-60,-63,35
2020-04-17,South Africa,Northern Cape,-66,-39,-31,-72,-57,32
2020-04-17,South Africa,Western Cape,-76,-43,-77,-84,-74,38
2020-04-17,Zambia,Total,-23,-14,-6,-26,-15,13
2020-04-17,Zimbabwe,Total,-62,-48,-47,-79,-62,43
